index,title,ingredients,directions
11,sell-your-soul-to-the-devil-eggs,"['12 eggs', '4 tablespoons white sugar', '1/4 teaspoon salt', '1/4 teaspoon onion powder', '1/8 teaspoon garlic powder', '1/8 teaspoon white pepper', '2 tablespoons yellow mustard', '1 tablespoon mayonnaise', '1 tablespoon creamy salad dressing (such as Miracle Whip\xc2\xae)', '1 tablespoon cider vinegar', 'paprika for garnish']","Place the eggs in a saucepan in a single layer with enough water to cover by 1 inch. Cover the saucepan and bring the water to a boil over high heat. Once the water is boiling, remove from the heat and let the eggs stand in the hot water for 15 minutes. Pour out the hot water, then cool the eggs under cold running water. Peel once cold. Dry the eggs thoroughly with paper towels, and slice them in half lengthwise. Remove the yolks, and place in a bowl. Mash the yolks with a fork, and stir in the sugar, salt, onion powder, garlic powder, and white pepper. Add the mustard, mayonnaise, salad dressing, and vinegar, one at a time, stirring to incorporate each ingredient before adding the next. Mound a heaping teaspoonful of the yolk mixture into the cavity of each egg half, and sprinkle with paprika. "
12,guacamole-deviled-eggs,"['4 whole eggs in the shell', '2 avocados - peeled, pitted, and mashed', '1 tablespoon chopped cilantro', '1 tablespoon minced green onion', '2 teaspoons minced seeded jalapeno pepper', '2 teaspoons fresh lime juice', '1/2 teaspoon salt, or to taste', '1 dash hot pepper sauce (e.g. Tabasco\xe2\x84\xa2), or to taste', '1 teaspoon Worcestershire sauce, or to taste', '1 teaspoon Dijon-style prepared mustard', '1 pinch paprika']","Place eggs in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover, and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, and peel. Slice eggs in half, and remove yolks to a mixing bowl. In the bowl with the yolks, combine the avocado, cilantro, green onion, and jalapeno. Stir in the lime juice, and season with salt, hot sauce, Worcestershire sauce, and mustard. Mix well, and fill empty egg white halves. Chill until serving. Sprinkle with paprika just before serving. "
13,spicy-italian-deviled-eggs,"['6 eggs', '1 tablespoon spicy brown mustard', '1 tablespoon Italian salad dressing', '1/4 cup mayonnaise', '1/2 teaspoon ground black pepper, or to taste', '1/2 teaspoon salt, or to taste', '1 pinch paprika, for garnish']","Place eggs in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool and peel. Slice eggs in half, and remove the yolks. Place the yolks into a medium bowl, and mix with the mustard, Italian dressing, mayonnaise, and pepper. Arrange the egg white halves on a plate, and sprinkle with salt. Spoon the yolk mixture into the egg halves, or use a pastry bag and pipe the filling in for a more professional look. Sprinkle with paprika, and refrigerate until serving. "
14,deviled-pickled-eggs,"['1 (16 ounce) can sliced beets, drained with liquid reserved', '1 cup white sugar', '3/4 cup distilled white vinegar', '10 whole cloves', '1 1/2 teaspoons salt', '1/4 teaspoon ground black pepper', '2 bay leaves', '12 hard-boiled eggs, peeled', '1/4 cup mayonnaise', '1 teaspoon sweet pickle relish', '1 teaspoon prepared yellow mustard']","Measure 1 cup beet juice from reserved juice. Combine 1 cup beet juice, sugar, vinegar, cloves, salt, pepper, and bay leaves in a saucepan; bring to a boil. Reduce heat and simmer until sugar is dissolved, about 5 minutes. Place beets and eggs into a large bowl. Pour beet juice mixture over beets and eggs. Refrigerate for 3 days. Drain and discard pickling liquid. Cut each egg in half lengthwise and scoop yolks into a bowl. Mix mayonnaise, relish, and mustard into egg yolks until smooth. Spoon egg yolk filling back into each egg white. Serve beets and eggs on a platter. "
15,epicurean-deviled-eggs,"['12 eggs', '2 teaspoons mustard powder', '1 teaspoon Worcestershire sauce', '1 teaspoon hot pepper sauce', '1/4 teaspoon celery salt', '1/2 cup butter, softened']","Place eggs in a large pot of cool water. Bring water to a boil. Let water boil for 10 to 15 minutes. Plunge the eggs in cold water. When eggs are cool enough, remove their shells and cut them in half lengthwise to remove the yolk. Place the yolks in a medium-size mixing bowl and mash them well. Mix mustard, Worcestershire sauce, hot sauce, celery salt, and softened butter into the mixing bowl with the yolks. Blend mixture until smooth. Scoop mixture into the hollowed portion of the eggs. Refrigerate one hour and serve. "
16,jalapeno-bacon-cheddar-deviled-eggs,"['12 eggs', '4 slices bacon', '3 jalapeno peppers', '1 cup finely shredded sharp Cheddar cheese', '1/3 cup mayonnaise', '1/4 red onion, minced', '2 tablespoons spicy brown mustard', '1 pinch paprika, or as desired']","Place eggs in a saucepan; cover with water. Bring to a boil, remove from heat, and let eggs stand in hot water for 15 minutes. Remove eggs from hot water, cool under cold running water, and peel. Place bacon in a large skillet; cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon on paper towels; crumble when cool enough to handle. Remove seeds and stems from jalapenos; mince 1 pepper and slice remaining peppers into very thin strips; set aside. Cut eggs in half lengthwise; place yolks in a bowl. Mash egg yolks with a fork; stir in minced jalapeno, Cheddar cheese, mayonnaise, red onion, and mustard. Place egg whites cut-side up on a serving platter. Spoon yolk mixture into egg white halves; sprinkle with crumbled bacon and paprika. "
17,angeled-eggs,"['12 eggs', '1/4 cup ranch dressing', '6 tablespoons creamy salad dressing (such as Miracle Whip\xc2\xae)', '2 tablespoons sweet pickle relish', '1 tablespoon prepared yellow mustard', '1/4 teaspoon celery seed', 'ground black pepper to taste', '1/4 teaspoon paprika, for garnish']","Place eggs into a large saucepan, cover with water, and bring to a boil. Cook for 15 minutes, and cool the eggs under a stream of cold water in the sink, 10 to 15 minutes. Peel the eggs and slice in half lengthwise. Scoop the egg yolks into a bowl, and mash them with a fork. Mix in the ranch dressing, creamy salad dressing, pickle relish, yellow mustard, celery seed, and black pepper until thoroughly combined. Spoon the filling into the egg white halves. Sprinkle each egg half with a pinch of paprika. "
18,the-devils-own-deviled-eggs,"['12 eggs', '1 jalapeno pepper, minced', '1 habanero peppers, seeded and minced', '1/4 cup mayonnaise', '1 teaspoon yellow mustard', '1/8 teaspoon paprika']","Place the eggs into a saucepan in a single layer, and fill with water to cover the eggs by at least 1 inch. Bring the water to a boil over high heat. Cover, and remove from the heat; let the eggs stand in the hot water for 15 minutes. Pour out the hot water, then cool the eggs under cold running water in the sink. Peel. Cut the cooled eggs in half lengthwise. Remove the yolks, and place them into a mixing bowl along with the jalapeno, habanero, mayonnaise, and mustard; mash together until smooth. Transfer the yolk mixture to a pastry bag, and decoratively squeeze into the white halves. Sprinkle with paprika to garnish. "
19,devilishly-different-green-deviled-eggs,"['12 eggs', '2 avocados - halved, pitted, and mashed', '1 small white onion, diced', '1 plum (Roma) tomato, seeded and diced', '3 tablespoons finely chopped fresh cilantro', '1 lime, juiced', '1 jalapeno pepper, seeded and minced', '2 teaspoons chopped garlic', 'salt and freshly ground black pepper to taste', '24 pickled garlic cloves (such as Sonoma Farm Tex-Mex Sweet & Hot Garlic', 'Cloves\xc2\xae)', '8 pickled jalapeno pepper slices, minced']","Place eggs in a saucepan; cover with water. Bring to a boil, remove from heat, and let eggs stand in hot water for 15 minutes. Remove eggs from hot water, cool under cold running water, and peel. Stir together mashed avocado, onion, tomato, cilantro, lime juice, jalapeno, and chopped garlic; season with salt and pepper. Refrigerate guacamole, tightly covered, for 1 hour. Drain pickled garlic cloves and minced pickled jalapeno on a plate lined with paper towels. Cut each egg in half lengthwise; set yolks aside for another use. Clean away any remaining yolk from egg white halves with a wet paper towel. Place egg whites cut-side up on a serving platter. Spoon a generous amount of guacamole into each egg white half; top each deviled egg with a pickled garlic clove. Sprinkle minced pickled jalapeno, salt, and black pepper over deviled eggs. "
20,delicious-deviled-eggs,"['6 hard-cooked eggs, peeled', '1/4 cup mayonnaise', '1/2 teaspoon McCormick\xc2\xae Ground Mustard', '1/2 teaspoon McCormick\xc2\xae Parsley Flakes', '1/4 teaspoon seasoned salt', 'McCormick\xc2\xae Paprika']","Slice eggs in half lengthwise. Remove yolks; place in small bowl. Mash yolks with fork or potato masher. Stir in mayonnaise, mustard, parsley and seasoned salt until smooth and creamy. Spoon or pipe yolk mixture into egg white halves. Sprinkle with paprika. Refrigerate 1 hour or until ready to serve. "
21,deviled-eggs-ii,"['6 eggs', '1 teaspoon white vinegar', '1 tablespoon mayonnaise', '1/4 teaspoon prepared mustard', 'salt and pepper to taste', '1 teaspoon paprika', '2 leaves of lettuce']","Place eggs in a pot of salted water. Bring the water to a boil, and let eggs cook in boiling water until they are hard boiled, approximately 10 to 15 minutes. Drain eggs, and let cool. Once cool, remove the shell, cut the eggs in half lengthwise and scoop out the yolks. Place the yolks in a medium-size mixing bowl and mash them. Blend in vinegar, mayonnaise, mustard, salt and pepper. You may need to add more mayonnaise to hold the mixture together, but it should be slightly dry. Carefully put the egg yolk mixture back into the egg whites but do not pack it. There will be enough mixture so the whites are overfilled. Sprinkle with paprika. Place on bed of lettuce and/or garnish with parsley. Cool before serving. "
22,cajun-deviled-eggs,"['6 eggs', '2 tablespoons mayonnaise', '1 teaspoon prepared Dijon-style mustard', '1/2 teaspoon salt', '1/4 teaspoon ground black pepper', '1/4 teaspoon ground cayenne pepper']","Place eggs in a medium saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool and peel. Slice eggs in half lengthwise. Remove yolks and place in a medium bowl. Set aside egg whites. Mashing with a fork, mix mayonnaise, Dijon-style mustard, salt and black pepper with the egg yolks. Fill the hollowed egg white halves with the yolk mixture. Sprinkle with cayenne pepper, adjusting the amount to taste. Cover and chill in the refrigerator until serving. "
23,halloween-eye-of-newt,"['12 eggs', '1 tablespoon sweet pickle relish', '1 tablespoon mayonnaise', '1 pinch celery salt', '1 tablespoon prepared yellow mustard', '2 drops green food coloring, or as needed', '1 (6 ounce) can sliced black olives, drained']","Place all of the eggs into a large pot so they can rest on the bottom in a single layer. Fill with just enough cold water to cover the eggs. Bring to a boil, then cover, remove from the heat and let stand for about 15 minutes. Rinse under cold water or add some ice to the water and let the eggs cool completely. Peel and slice in half lengthwise. Remove the yolks from the eggs and place them in a bowl. Mix in the relish, mayonnaise, celery salt, mustard, and food coloring. Spoon this filling into the egg whites and place them on a serving tray. Round the top of the filling using the spoon. Place an olive slice on each yolk to create the center of the eye. Dab a tiny bit of mayonnaise in the center of the olive as a finishing touch. "
24,deviled-eggs,"['8 eggs', '1/2 teaspoon prepared mustard', '1 tablespoon creamy salad dressing', 'salt and pepper to taste', '1 pinch paprika']","Place eggs in saucepan and cover with water. Bring to boil. Cover, remove from heat, and let eggs sit in hot water for 10 to 12 minutes. Remove from hot water and cool. Peel and cut in half lengthwise. Remove yolks and combine with mustard, salad dressing and salt and pepper. Mix together until smooth. Refill each egg half with the yolk mixture and sprinkle with paprika. "
25,southern-style-deviled-eggs,"['6 eggs', '1 (4.5 ounce) can deviled ham spread', '1 tablespoon sweet pickle relish', '1 tablespoon mayonnaise, or as needed', 'salt and pepper to taste', '1 pinch paprika', '3 pimento-stuffed green olives, sliced']","Place eggs in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, and run under cold water to cool. Peel eggs, and cut into halves lengthwise. Carefully remove the yolks from the eggs, and place them into a medium bowl, scooping out a little bit of the white along with the yolk to make a more generous cup for filling. Mash the egg yolks with deviled ham, relish and enough mayonnaise to make a smooth mixture. Season with salt and pepper to taste. Spoon the mixture into the egg whites, or pipe with a piping bag for a more elegant look. Garnish filling with a sprinkle of paprika, and top some of them with a slice of green olive stuffed with pimento. Chill until serving. "
26,smoked-salmon-deviled-eggs,"['6 eggs', '1 ounce smoked salmon, finely chopped', '1 tablespoon mayonnaise', '1 1/2 teaspoons fresh lemon juice', '1 1/2 teaspoons prepared yellow mustard', '1 teaspoon dried dill weed', '1/2 teaspoon salt', '1 pinch ground black pepper', '1/4 teaspoon dried dill weed, for garnish', '1 pinch paprika, for garnish']","Place the eggs into a saucepan in a single layer and fill with water to cover the eggs by 1 inch. Cover the saucepan and bring the water to a boil over high heat. Once the water is boiling, remove from the heat and let the eggs stand in the hot water for 15 minutes. Pour out the hot water, then cool the eggs under cold running water in the sink. Peel once cold. Cut eggs in half lengthwise and scoop out yolks. Mash the yolks with a fork in a small mixing bowl. Mix in the smoked salmon, mayonnaise, lemon juice, yellow mustard, 1 teaspoon dried dill, and the salt and pepper, combining well. Spoon or pipe the yolk mixture into the egg whites and sprinkle with paprika and a bit of additional dried dill. Carefully cover with plastic wrap and refrigerate until serving. "
27,popeye-deviled-eggs,"['8 eggs', '1/2 cup mayonnaise, or more if needed', '1/2 teaspoon mustard', '1 (10 ounce) package frozen chopped spinach, thawed and squeezed dry', 'salt and ground black pepper to taste', '3 tablespoons grated Parmesan cheese']","Place eggs in a pot and cover with water; bring to a boil for 10 minutes. Transfer eggs to a colander and run under cold water until completely cooled. Peel eggs, cut in half lengthwise, and scoop egg yolks into a small bowl. Place egg whites onto a serving plate. Mash egg yolks with a fork until crumbly. Stir mayonnaise and mustard into yolks until smooth. Fold spinach into mayonnaise mixture; season with salt and pepper. Spoon mixture onto the egg whites; top each egg with Parmesan cheese. Refrigerate until completely chilled, at least 1 hour. "
28,devilish-guac-eggs,"['12 hard-boiled eggs, peeled', '1 avocado, halved and pitted', '1 tablespoon minced onion', '1 clove garlic, minced, or more to taste', '1/2 lime, juiced', '1/2 cup mayonnaise', 'salt to taste', '1 teaspoon chili powder for garnish, or to taste', '1/2 cup finely shredded Cheddar cheese', '12 olives, each cut into 4 slices']","Cut peeled eggs in half horizontally and scoop egg yolks into a bowl. Scoop avocado from peels and mash the flesh into egg yolks. Stir onion and garlic into yolk mixture; add lime juice, mayonnaise, and salt. Stir until creamy. Spoon about 1 tablespoon avocado filling into hollow of each egg white half. Place eggs onto a serving platter and sprinkle each deviled egg with a pinch of chili powder. Sprinkle Cheddar cheese over each appetizer and top each with 2 slices of olive. Cover and chill for 1 hour before serving. "
29,huevos-endiablados,"['6 eggs', '1 (4 ounce) can tuna packed in oil, drained', '2 tablespoons diced red onion', '1 1/2 tablespoons mayonnaise', '1 tablespoon Dijon mustard', '1 teaspoon minced garlic', '1/2 teaspoon smoked paprika, plus more for garnish', '1/4 teaspoon salt']","Place eggs in a saucepan and cover with water. Bring to a boil, remove from heat, and let eggs stand in hot water for 15 minutes. Remove eggs from hot water, cool under cold running water, and peel. Allow to cool completely, about 20 minutes. Slice each egg in half lengthwise, remove yolks and place them in a bowl. Set the whites aside on a serving platter. Mash yolks together with tuna, red onion, mayonnaise, Dijon mustard, garlic, smoked paprika, and salt until smooth and combined. Fill each egg white half with about a tablespoon of filling. Garnish with smoked paprika. "
30,no-yolk-deviled-eggs,"['6 eggs', '1 medium potato, peeled and diced', '1 tablespoon sweet pickle relish', '1 teaspoon sugar', '1 tablespoon mayonnaise', '1 teaspoon prepared yellow mustard, or to taste', '1 pinch paprika, for garnish']","Place the eggs in a pan of cold water and bring to a boil. Once they boil, remove from the heat, cover and let stand for 10 minutes. Drain, cool and peel. Place the potato in a saucepan with enough water to cover. Bring to a boil, and cook until tender. Drain. Cut the eggs in half lengthwise, and remove the yolks; reserve for other uses or discard. Place the potatoes in a medium bowl. Mash with a whisk until smooth, then mix in the relish, sugar, mayonnaise and mustard. Spoon into the egg whites, and dust with paprika. Refrigerate or serve. "
31,big-game-deviled-eggs,"['2 quarts water', '1/2 cup distilled white vinegar', '10 large eggs', '1/4 cup mayonnaise', '3 tablespoons Dijon mustard, smooth style', '2 teaspoons sweet pickle relish juice', '1/4 teaspoon onion powder', '1 1/2 tablespoons real bacon bits', '1 pinch paprika, or more to taste']","Bring water to a boil over high heat and stir in the vinegar. Carefully lower the eggs into the boiling water. Return eggs to a boil over medium heat and boil for 15 minutes. Transfer the eggs to a colander set in the sink, and run cold water over the eggs for about 5 minutes to chill. Peel the eggs under a light stream of cold water and set aside in cold water to finish chilling, about 10 minutes. Slice the eggs lengthwise; scoop the egg yolks into a bowl. Mash the egg yolks with a fork, then stir in the mayonnaise, 1 tablespoon at a time, until smooth; stir in the Dijon mustard. Mix in sweet pickle relish juice, onion powder, and bacon bits; stir with the fork until the yolk mixture is thoroughly combined. Fill each egg white half with the yolk mixture using a spoon. Dust the deviled eggs with paprika and transfer to a platter. Cover the platter with plastic wrap and refrigerate until cold and the flavors have blended, at least 1 hour. "
32,chef-johns-deviled-eggs,"['12 large eggs', '3 tablespoons white sugar', '3 tablespoons water', '1 red jalapeno pepper, sliced into thin rings', '2 tablespoons cream cheese', '1/3 cup mayonnaise', '1/2 teaspoon Sriracha or to taste', '2 teaspoons Dijon mustard', '1 tablespoon rice vinegar', 'salt and ground black pepper to taste', '1/4 cup chopped chives']","Place eggs in a large pot and cover with water. Bring to a simmer over high heat. Remove from heat, cover the pot and let sit for 17 minutes. Combine sugar and water in a saucepan and bring to a boil. Pour the warm sugar syrup over the pepper rings in a small bowl. Stir and set aside. Drain eggs and fill the pan with very cold water. Let eggs sit in cold water until they are cool enough to handle, about 15 minutes. Peel eggs and slice in half lengthwise. Remove yolks to a bowl and cover the egg white halves with a damp towel while you prepare the filling. Mash together egg yolks, cream cheese, mayonnaise, Sriracha sauce, and Dijon mustard with a spoon or spatula until just combined. Stir in rice vinegar until smooth. Season with salt and pepper to taste. Pipe filling into the egg shells. Top each egg with a ring of candied pepper and chopped chives. Chill for at least 20 minutes before serving. "
33,js-horseradish-deviled-eggs,"['12 hard cooked eggs', '2/3 cup mayonnaise', '1/4 cup Dijon mustard', '2 tablespoons prepared horseradish', '1/2 cup finely chopped shallots', '3/4 teaspoon seasoned salt', '1/4 cup fresh cilantro leaves']","Cut eggs in half lengthwise; remove yolks and set whites aside. Mix egg yolks, mayonnaise, mustard, horseradish, shallots, and seasoned salt in a bowl until smooth. Pipe or spoon yolk mixture into egg whites; top each with a leaf of cilantro. "
34,blt-deviled-eggs,"['6 eggs', '3 slices bacon', '1/4 cup mayonnaise', '2 cherry tomatoes, seeded and minced', '1 tablespoon dried parsley', 'salt and freshly ground black pepper to taste']","Place eggs in a saucepan; cover with water. Bring to a boil, remove from heat, and let eggs stand in hot water for 15 minutes. Remove eggs from hot water, cool under cold running water, and peel. Place bacon in a large skillet; cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon on paper towels; crumble bacon when cool enough to handle. Cut eggs in half lengthwise; place egg yolks in a bowl. Mash yolks with a fork; stir in crumbled bacon, mayonnaise, tomatoes, and parsley. Season with salt and pepper. Arrange egg white halves on a serving platter; spoon yolk mixture into egg whites. Refrigerate, covered, until ready to serve. "
35,japanese-deviled-eggs,"['9 eggs', '2 tablespoons sesame seeds', '1/2 cup mayonnaise', '2 teaspoons soy sauce', '2 teaspoons wasabi paste', '2 teaspoons rice wine vinegar', '2 tablespoons thinly sliced green onions', '4 tablespoons panko bread crumbs']","Place eggs in a saucepan; cover with water. Bring to a boil, remove from heat, and let eggs stand in hot water for 15 minutes. Remove eggs from hot water, cool under cold running water, and peel. Place sesame seeds in a dry skillet over medium heat; cook and stir until lightly browned, about 3 minutes. Remove to cool on a plate lined with a paper towel. Cut each egg in half lengthwise; place egg yolks into a food processor with mayonnaise, soy sauce, wasabi paste, and rice vinegar. Process until smooth; place green onion and panko bread crumbs into yolk mixture and pulse just enough to mix evenly. Arrange egg white halves on a serving platter; spoon yolk mixture into whites. Sprinkle with toasted sesame seeds. "
36,fabiennes-black-olive-and-curry-deviled-eggs,"['6 eggs', '3 tablespoons mayonnaise', '6 pitted Kalamata olives, finely chopped', '1 tablespoon Dijon mustard', '1 teaspoon lemon juice', '1/2 teaspoon Madras curry powder', '1/2 teaspoon onion powder', '1/2 teaspoon red wine vinegar', '1 garlic clove, crushed']","Place eggs in a saucepan; cover with water. Bring to a boil, remove from heat, and let eggs stand in hot water for 15 minutes. Remove eggs from hot water, cool under cold running water, and peel. Cut each egg in half lengthwise; place egg yolks in a bowl. Mash yolks with a fork; stir in mayonnaise, olives, mustard, lemon juice, curry powder, onion powder, vinegar, and garlic. Place egg whites cut-side up on a serving platter. Spoon yolk mixture into egg white halves. "
